Customer ID,Product,Category,Price,Date,Payment Method
CUST2523,Tablet,Electronics,1702.44,17/03/2022,Debit Card
CUST2073,Smartwatch,Electronics,656.95,31/03/2022,Credit Card
CUST1902,Gaming Console,Electronics,1757.75,19/05/2023,Cash on Delivery
CUST3881,Keyboard,Electronics,1002.59,19/05/2023,Cash on Delivery
CUST9607,Tablet,Electronics,1818.28,04/12/2022,PayPal
CUST6176,Mouse,Electronics,1732.04,16/06/2023,Cash on Delivery
CUST3381,Gaming Console,Electronics,949.08,29/11/2023,Cash on Delivery
CUST5530,Gaming Console,Electronics,777.62,03/02/2023,PayPal
CUST4296,Mouse,Electronics,704.05,07/09/2023,Debit Card
CUST1807,Keyboard,Electronics,1658.25,23/08/2023,Credit Card
CUST3440,Laptop,Electronics,1647.36,29/05/2022,Debit Card
